ID,school_code,school_year,rolled_into,district_code_IWL,district_code_lea,school_type_iwl,school_type_other,is_open,name_iwl,name_hub,low_grade,high_grade,grade_config_IWL,grade_config_HUB,street1,street2,city,zip,phone,url,principal,principal_label,num_students,num_teachers,notes,name_short,district_name,name_short_lea,corecity_4_yn,corecity_5_yn,corecity_6_yn,charter_yn,compare_py_dsc,elem_yn,middle_yn,high_yn,pk_only_yn,title1_yn,grade_span,include_IWL_file_yn,display_yn_HUB,nces_code,ACT_CEEB_code,ucoa_code,ucoa_leacode,ctract2010,cblock2010,ctract2000,cblock2000,MC_yn,neighborhood
5656,28181,2014-2015,,28,28,Public School,,Y,Anthony Carnevale Elementary School,Anthony Carnevale Elementary School,PK,5,Emh,Elementary,50 Springfield Street,,Providence,02909,4012780554,http://www.edline.net/pages/CarnevaleES,Mari-Ellen Boisclair,Principal,595,,,Carnevale,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440090000162,,,,44007001800,,,,N,Hartford
5657,28182,2014-2015,,28,28,Public School,,Y,Governor Christopher DelSesto Middle School,Governor Christopher DelSesto Middle School,6,8,eMh,Middle,152 Springfield Street,,Providence,02909,4012780557,http://www.delsestomiddleschool.org/,Arzinia Gill,Principal,927,,,DelSesto MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000175,,,,44007001800,,,,N,Hartford
5658,28183,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5659,28186,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000284,,,,,,,,,
5660,28187,2014-2015,,28,28,Public School,,Y,E-Cubed Academy,E-Cubed Academy,9,12,emH,High,812 Branch Avenue,,Providence,02904,4014560694,http://providenceschools.org/high-schools/e-cubed,Regina Winkfield,Director,353,,,E-Cubed Academy (HS),Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000323,400157,,,44007002800,,,,N,Wanskuck
5661,28188,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000205,,,,,,,,,
5662,28189,2014-2015,,28,28,Public School,,Y,William B. Cooley Senior High School & Providence Academy of International Studies @ The Juanita San,"William B. Cooley, Sr. High School and the Providence Academy of International Studies High School",9,12,emH,High,182 Thurbers Avenue,,Providence,02905,4014561781,http://juanitasanchez.org/,Michaela Keegan,Principal,684,,,Cooley/PAIS HS @ Juanita Sanchez,Providence,Providence,Y,Y,Y,N,Do not compare.,N,N,Y,N,,9 to 12,Y,Y,440090000209,400183,,,44007000500,,,,Y,Lower South Providence
5663,28191,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000454,,,,,,,,,
5664,28192,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000412,,,,,,,,,
5665,28193,2014-2015,,28,28,Public School,,Y,Providence Career & Technical Academy,Providence Career & Technical Academy,9,12,emH,High,41 Fricker street,,Providence,02903,4014569136,http://www.edline.net/pages/PCTA,Ramon Torres,Principal,624,,,Prov Career & Tech HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000467,400142,,,44007001200,,,,Y,West End
5808,28194,2014-2015,,28,28,Public School,,Y,West Broadway Middle School,West Broadway Middle School,5,6,eMh,Middle,29 Bainbridge Avenue,,Providence,02909,4014569102,http://www.edline.net/pages/WestBroadway,William Black,Principal,265,,"In 2014-15, this school was opened.",,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,5 to 6,Y,Y,,,,,,,,,,
5666,28601,2014-2015,,28,48,Independent Charter School,,Y,Highlander Charter School,Highlander Charter School,PK,10,EMH,"Elem,Middle,High",42 Lexington Avenue,,Providence,02907,4012772600,http://highlandercharter.org/,Rose Mary Grant,Principal,393,,"In 2014-15, grade 10 was added.",Highlander,Highlander,Highlander Charter,Y,Y,Y,Y,,Y,Y,Y,N,,PK to 10,Y,Y,440003100455,,,,44007000200,,,,N,Elmwood
5667,28602,2014-2015,,28,51,Independent Charter School,,Y,Paul Cuffee Charter School,Paul Cuffee Charter School,K,12,EMH,"Elem,Middle,High",459 Promenade Street,,Providence,02908,4014532626,http://www.paulcuffeeschool.org,Christopher Haskins,Head of School,779,,,Cuffee,Paul Cuffee Charter Sch,Cuffee Charter,Y,Y,Y,Y,,Y,Y,Y,N,,K to 12,Y,Y,440003200220,400142,,,44007002500,,,,N,Valley
5668,28603,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5669,28604,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000320,,,,,,,,,
5670,28605,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5671,28606,2014-2015,,28,61,Independent Charter School,,Y,Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts,7,11,eMH,"Middle,High",158 Messer Street,,Providence,02909,4014327881,http://www.trinityacademyfortheperformingarts.org/,Nanci DeRobbio,Head of School,174,,"In 2014-15, grade 11 was added.",TAPA,Trinity Academy for the Performing Arts,TAPA Charter,Y,Y,Y,Y,,N,Y,Y,N,,7 to 11,Y,Y,440001800478,,,,44007001300,,,,N,West End
5672,28607,2014-2015,,28,63,Independent Charter School,,Y,RI Nurses Institute Middle College Charter High School,RI Nurses Institute Middle College Charter High School,10,12,emH,High,150 Washington Street,4th Floor,Providence,02903,4016804900,http://www.rinimc.org/,Brian Butler,Principal,218,,,RI Nurses Inst. Mid. College HS,Rhode Island Nurses Institute Middle College,RI Nurses Inst. Mid. College Charter,Y,Y,Y,Y,,N,N,Y,N,,10 to 12,Y,Y,,400189,,,44007000800,,,,N,Downtown
5673,28608,2014-2015,,28,64,Independent Charter School,,Y,Village Green Virtual Charter School,Village Green Virtual,9,11,emH,High,135 Weybosset Street,,Providence,02903,4018312878,http://www.vgonline.org/,Robert Pilkington,Principal,166,,"In 2014-15, grade 11 was added.",Village Green HS,Village Green Virtual,Village Green,Y,Y,Y,Y,,N,N,Y,N,,9 to 11,Y,Y,,,,,44007000800,440070008003038,,,N,Downtown
5674,28609,2014-2015,,28,41,Independent Charter School,,Y,Achievement First Rhode Island,Achievement First Rhode Island,K,2,Emh,Elementary,370 Hartford Avenue,,Providence,02909,4013180221,http://www.achievementfirst.org/schools/rhode-island-schools/achievement-first-providence-mayoral-academy-elementary/about/,Morgan Carter,Principal,272,,"In 2014-15, grade 2 was added.",Achievement First RI,Achievement First Rhode Island,Achievement First RI,Y,Y,Y,Y,,Y,N,N,N,,K to 2,Y,Y,,,,,44007001800,440070018004000,,,N,Hartford
5675,28610,2014-2015,,28,42,Independent Charter School,,Y,Sheila Skip Nowell Leadership Academy (II),Sheila Skip Nowell Leadership Academy (II),9,12,emH,High,133 Delaine Street,,Providence,02909,4017510405,http://www.nowellacademy.org/,Jodi Timpani,Principal,81,,,Nowell HS (II),Nowell Leadership Academy,Nowell Ldshp,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,,,,,44007001900,440070019002008,,,N,Olneyville
5786,28611,2014-2015,,28,43,Independent Charter School,,Y,SouthSide Elementary Charter School,,K,K,Emh,Elementary,126 Somerset street,,Providence,02907,4015219696,http://www.southsideelementary.org/,Rina Consuegra,Director,23,,"In 2014-2015, this school was opened.",,,,Y,Y,Y,Y,,Y,N,N,N,,K to K,Y,Y,,,,,,,,,,
5787,28613,2014-2015,,28,68,Independent Charter School,,Y,The Hope Academy,,K,K,Emh,Elementary,1000 Eddy Street,,Providence,02905,4012805698,http://www.hopeacademyri.org/,Donna Dimery,Head of School,36,,"In 2014-2015, this school was opened.",,,,Y,Y,Y,Y,,Y,N,N,N,,K to K,Y,Y,,,,,,,,,,
5676,28702,2014-2015,,28,50,State Operated School,,Y,Rhode Island School for the Deaf,Rhode Island School for the Deaf,PK,12,EMH,"Elem,Middle,High",1 Corliss Park,,Providence,02908,4012223525,http://www.rideaf.net/,Nancy Maguire Heath,Director,63,,,R.I. Sch for the Deaf,R.I. Sch for the Deaf,State Operated,Y,Y,Y,N,,Y,Y,Y,N,,PK to 12,Y,Y,440000100380,400189,,,,,,,N,Mount Hope
5677,28703,2014-2015,,28,60,State Operated School,,Y,Metropolitan Regional Career & Technical Center,Metropolitan Regional Career & Technical Center,9,12,emH,High,325 Public Street,,Providence,02905,4017522600,http://metcenter.org/,Nancy Diaz Bain,Co-Director,837,,,The MET,MET Career & Tech,State Operated,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440000300121,400166,,,44007000600,,,,N,Upper South Providence
5678,30102,2014-2015,,30,30,Public School,,Y,Hope Elementary School,Hope Elementary School,K,5,Emh,Elementary,391 North Road,,Hope,02831,4018213651,http://hopeschoolri.weebly.com/,Data Morel,Principal,230,,,Hope,Scituate,Scituate,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440096000253,,,,44007013201,,,,N,
5679,30103,2014-2015,,30,30,Public School,,Y,Clayville Elementary School,Clayville Elementary School,PK,5,Emh,Elementary,3 George Washington Highway,,Clayville,02815,4016474115,http://www.scituateri3.net/clayville/,Tricia Capaldi,Principal,143,,,Clayville,Scituate,Scituate,N,N,N,N,,Y,N,N,N,,PK to 5,Y,Y,440096000252,,,,44007013202,,,,N,
5680,30104,2014-2015,,30,30,Public School,,Y,Scituate High School,Scituate High School,9,12,emH,High,94 Trimtown Road,,North Scituate,02857,4016474120,http://scituatehighschool.com/,Michael Sollitto,Principal,467,,,Scituate HS,Scituate,Scituate,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440096000255,400095,,,44007013202,,,,N,
5681,30105,2014-2015,,30,30,Public School,,Y,Scituate Middle School,Scituate Middle School,6,8,eMh,Middle,94 Trimtown Road,,North Scituate,02857,4016474123,http://scituateri3.net/sms03/,Michael Zajac,Principal,364,,,Scituate MS,Scituate,Scituate,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440096000036,,,,44007013202,,,,N,
5682,30106,2014-2015,,30,30,Public School,,Y,North Scituate Elementary School,North Scituate Elementary School,K,5,Emh,Elementary,46 Institute Lane,,North Scituate,02857,4016474110,http://www.scituateri3.net/nses/,Bryan Byerlee,Principal,215,,,North Scituate Elem.,Scituate,Scituate,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440096000254,,,,44007013201,,,,N,
5683,31103,2014-2015,,31,31,Public School,,Y,William Winsor School,William Winsor School,K,5,Emh,Elementary,562 Putnam Pike,,Greenville,02828,4019492059,http://winsor.smithfield-ps.org/,Laurie Ratigan,Principal,269,,,Winsor,Smithfield,Smithfield,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440099000261,,,,44007012702,,,,N,
5684,31104,2014-2015,,31,31,Public School,,Y,Old County Road School,Old County Road School,K,5,Emh,Elementary,200 Old County Road,,Smithfield,02917,4012316613,http://ocres.smithfield-ps.org/,Laurie Sullivan,Principal,248,,,Old County Rd,Smithfield,Smithfield,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440099000258,,,,44007012602,,,,N,
5685,31105,2014-2015,,31,31,Public School,,Y,Anna M. McCabe School,Anna M. McCabe School,PK,5,Emh,Elementary,100 Pleasant View Avenue,,Smithfield,02917,4019492058,https://sites.google.com/a/smithfield-ps.org/anna-mccabe-elementary-school/,Catherine Pleau,Principal,333,,,McCabe,Smithfield,Smithfield,N,N,N,N,,Y,N,N,N,,PK to 5,Y,Y,440099000256,,,,44007012701,,,,N,
5686,31107,2014-2015,,31,31,Public School,,Y,Smithfield Senior High School,Smithfield Senior High School,9,12,emH,High,90 Pleasant View Avenue,,Smithfield,02917,4019492050,http://sentinel.smithfield-ps.org/,Daniel Kelley,Principal,715,,,Smithfield SHS,Smithfield,Smithfield,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440099000259,400053,,,44007012701,,,,N,
5687,31108,2014-2015,,31,31,Public School,,Y,Raymond C. LaPerche School,Raymond C. LaPerche School,K,5,Emh,Elementary,11 Limerock Road,,Smithfield,02917,4012316652,http://rles.smithfield-ps.org/,Julie Dorsey,Principal,219,,,LaPerche,Smithfield,Smithfield,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440099000257,,,,44007012602,,,,N,
5688,31109,2014-2015,,31,31,Public School,,Y,Vincent J. Gallagher Middle School,Vincent J. Gallagher Middle School,6,8,eMh,Middle,10 Indian Run Trail,,Smithfield,02917,4019492056,http://gms.smithfield-ps.org/,Laurie Beauvais,Principal,585,,,Gallagher MS,Smithfield,Smithfield,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440099000260,,,,44007012701,,,,N,
5689,32103,2014-2015,,32,32,Public School,,Y,Wakefield Elementary School,Wakefield Elementary School,K,4,Emh,Elementary,101 High Street,,Wakefield,02879,4013601400,http://wa.skschools.net/,Lynn Dougherty,Principal,261,,,Wakefield,South Kingstown,S. Kingstown,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440102000269,,,,44009051202,,,,N,
5690,32104,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5691,32105,2014-2015,,32,32,Public School,,Y,South Kingstown Integrated Pre-school,South Kingstown Integrated Pre-school,PK,PK,Emh,Elementary,1157 South Road,,Wakefield,02879,4013601200,http://www.skschools.net/,Coleen Smith,Principal,110,,,SKIP,Wakefield,Wakefield,N,N,N,N,,Y,N,N,Y,,PK to PK,Y,N,,,,,,,,,N,
5692,32107,2014-2015,,32,32,Public School,,Y,Peace Dale Elementary School,Peace Dale Elementary School,K,4,Emh,Elementary,109 Kersey Road,,Peace Dale,02879,4013601600,http://pd.skschools.net/,Susan Martin,Principal,358,,,Peace Dale,South Kingstown,S. Kingstown,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440102000264,,,,44009051201,,,,N,
5693,32108,2014-2015,,32,32,Public School,,Y,South Kingstown High School,South Kingstown High School,9,12,emH,High,215 Columbia Street,,Wakefield,02879,4013601000,http://hs.skschools.net/,Robert McCarthy,Principal,1042,,,South Kingstown HS,South Kingstown,S. Kingstown,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440102000265,400230,,,44009051202,,,,N,
5694,32109,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5695,32110,2014-2015,,32,32,Public School,,Y,Curtis Corner Middle School,Curtis Corner Middle School,7,8,eMh,Middle,301 Curtis Corner Road,,Wakefield,02879,4013601333,http://cc.skschools.net/,Patricia Aull,Principal,523,,,Curtis Corner MS,South Kingstown,S. Kingstown,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440102000266,,,,44009051306,,,,N,
5696,32112,2014-2015,,32,32,Public School,,Y,West Kingston Elementary School,West Kingston Elementary School,K,4,Emh,Elementary,3119 Ministerial Road,,West Kingston,02892,4013601130,http://wk.skschools.net/,Kim Mather,Principal,278,,,West Kingston,South Kingstown,S. Kingstown,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440102000270,,,,44009051306,,,,N,
5697,32113,2014-2015,,32,32,Public School,,Y,Matunuck School,Matunuck School,K,4,Emh,Elementary,380 Matunuck Beach Road,,Wakefield,02879,4013601234,http://mt.skschools.net/,Elizabeth McGuire,Principal,210,,,Matunuck,South Kingstown,S. Kingstown,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440102000263,,,,44009051302,,,,N,
5698,32114,2014-2015,,32,32,Public School,,Y,Broad Rock Middle School,Broad Rock Middle School,5,6,EMh,"Elem,Middle",351 Broad Rock Road,,Wakefield,02879,4017826223,http://br.skschools.net/,Kathleen Egan,Principal,520,,,Broad Rock MS,South Kingstown,S. Kingstown,N,N,N,N,,Y,Y,N,N,,5 to 6,Y,Y,440102000210,,,,44009051202,,,,N,
5699,32115,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440102000212,,,,,,,,,
5700,32601,2014-2015,,23,52,Independent Charter School,,Y,Kingston Hill Academy,Kingston Hill Academy,K,5,Emh,Elementary,850 Stony Fort Road,,Saunderstown,02874,4017838282,http://kingstonhill.org/drupal/,Linda Paolillo,Principal,188,,,Kingston Hill,Kingston Hill Academy,Kingston Hill Charter,N,N,N,Y,,Y,N,N,N,,K to 5,Y,Y,440003300225,,,,44009051305,,,,N,
5701,33105,2014-2015,,33,33,Public School,,Y,Walter E. Ranger School,Walter E. Ranger School,K,4,Emh,Elementary,278 North Brayton Road,,Tiverton,02878,4016248467,http://ranger.tivertonschools.org/,Manuel Cabral,Principal,220,,,Ranger,Tiverton,Tiverton,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440105000276,,,,44005041702,,,,N,
5702,33106,2014-2015,,33,33,Public School,,Y,Fort Barton School,Fort Barton School,PK,4,Emh,Elementary,99 Lawton Avenue,,Tiverton,02878,4016246114,http://fortbarton.tivertonschools.org/,Suzette Wordell,Principal,241,,,Fort Barton,Tiverton,Tiverton,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440105000357,,,,44005041702,,,,N,
5703,33107,2014-2015,,33,33,Public School,,Y,Pocasset School,Pocasset School,PK,4,Emh,Elementary,242 Main Road,,Tiverton,02878,4016246654,http://pocasset.tivertonschools.org/,Fran Blaess,Principal,256,,,Pocasset,Tiverton,Tiverton,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440105000273,,,,44005041701,,,,N,
5704,33108,2014-2015,,33,33,Public School,,Y,Tiverton High School,Tiverton High School,9,12,emH,High,100 North Brayton Road,,Tiverton,02878,4016248494,http://ths.tivertonschools.org/,Steven Fezette,Principal,563,,,Tiverton HS,Tiverton,Tiverton,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440105000274,400224,,,44005041701,,,,N,
5705,33110,2014-2015,,33,33,Public School,,Y,Tiverton Middle School,Tiverton Middle School,5,8,eMh,Middle,10 Quintal Drive,,Tiverton,02878,4016246668,http://tms.tivertonschools.org/,Laurie Dias-Mitchell,Principal,576,,,Tiverton MS,Tiverton,Tiverton,N,N,N,N,,N,Y,N,N,,5 to 8,Y,Y,440105000275,,,,44005041701,,,,N,
5706,35101,2014-2015,,35,35,Public School,,Y,Norwood School,Norwood School,K,6,Emh,Elementary,266 Norwood Avenue,,Warwick,02888,4017343525,http://www.warwickschools.org/Norwood/default.htm,John Gannon,Principal,245,,,Norwood,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000298,,,,44003021100,,,,N,
5707,35104,2014-2015,,35,35,Public School,,Y,Oakland Beach Elementary School,Oakland Beach Elementary School,PK,6,Emh,Elementary,383 Oakland Beach Avenue,,Warwick,02889,4017343420,http://www.warwickschools.org/obeach/,Paul Heatherton,Principal,372,,,Oakland Beach,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,PK to 6,Y,Y,440111000299,,,,44003021700,,,,N,
5708,35114,2014-2015,,35,35,Public School,,Y,Greenwood School,Greenwood School,K,6,Emh,Elementary,93 Sharon Street,,Warwick,02886,4017343290,http://www.warwickschools.org/greenwood/default.htm,Dennis Winn,Principal,297,,,Greenwood,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000291,,,,44003022100,,,,N,
5709,35117,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440111000302,,,,,,,,,
5710,35118,2014-2015,,35,35,Public School,,Y,Aldrich Junior High School,Aldrich Junior High School,7,8,eMh,Middle,789 Post Road,,Warwick,02888,4017343500,http://www.warwickschools.org/aldrich/default.htm,John Livsey,Principal,518,,,Aldrich JHS,Warwick,Warwick,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440111000283,,,,44003021001,,,,N,
5711,35119,2014-2015,,35,35,Public School,,Y,Wyman School,Wyman School,K,6,Emh,Elementary,1 Columbia Avenue,,Warwick,02888,4017343180,http://www.warwickschools.org/wyman/default.htm,Ron Celio,Principal,282,,,Wyman,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000312,,,,44003021002,,,,N,
5712,35120,2014-2015,,35,35,Public School,,Y,Gorton Junior High School,Gorton Junior High School,7,8,eMh,Middle,69 Draper Avenue,,Warwick,02889,4017343350,http://www.warwickschools.org/gorton/default.htm,Jeffrey Taylor,Principal,425,,,Gorton JHS,Warwick,Warwick,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440111000289,,,,44003021502,,,,N,
5713,35121,2014-2015,,35,35,Public School,,Y,E. G. Robertson School,E. G. Robertson School,K,6,Emh,Elementary,70 Nausauket Road,,Warwick,02886,4017343470,http://www.warwickschools.org/robertson/default.htm,Frank Ricci,Principal,297,,,Robertson,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000304,,,,44003021903,,,,N,
5714,35122,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440111000290,,,,,,,,,
5715,35123,2014-2015,,35,35,Public School,,Y,Lippitt School,Lippitt School,K,6,Emh,Elementary,30 Almy Street,,Warwick,02886,4017343240,http://www.warwickschools.org/Lippitt/default.htm,Martin Susla,Principal,232,,,Lippitt,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000296,,,,44003021902,,,,N,
5716,35124,2014-2015,,35,35,Public School,,Y,Randall Holden School,Randall Holden School,K,6,Emh,Elementary,61 Hoxsie Avenue,,Warwick,02889,4017343455,http://www.warwickschools.org/holden/default.htm,Kenneth Rassler,Principal,238,,,Holden,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000292,,,,44003021401,,,,N,
5717,35125,2014-2015,,35,35,Public School,,Y,Francis School,Francis School,K,6,Emh,Elementary,325 Miantonomo Drive,,Warwick,02888,4017343340,http://www.warwickschools.org/francis/default.htm,David Cluff,Principal,245,,,Francis,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000288,,,,44003021300,,,,N,
5718,35126,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440111000303,,,,,,,,,
5719,35127,2014-2015,,35,35,Public School,,Y,Sherman School,Sherman School,K,6,Emh,Elementary,120 Killey Avenue,,Warwick,02889,4017343565,http://www.warwickschools.org/sherman/default.htm,Michelle Paton,Principal,363,,,Sherman,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000306,,,,44003021800,,,,N,
5720,35128,2014-2015,,35,35,Public School,,Y,Holliman School,Holliman School,K,6,Emh,Elementary,70 Deborah Road,,Warwick,02888,4017343170,http://www.warwickschools.org/holliman/default.htm,Joseph Coffey,Principal,290,,,Holliman,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000293,,,,44003021200,,,,N,
5721,35129,2014-2015,,35,35,Public School,,Y,John Wickes School,John Wickes School,K,6,Emh,Elementary,50 Child Lane,,Warwick,02886,4017343575,http://www.warwickschools.org/wickes/default.htm,Roy Costa,Principal,346,,,Wickes,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000310,,,,44003021901,,,,N,
5722,35130,2014-2015,,35,35,Public School,,Y,Warwick Veterans Memorial High School,Warwick Veterans Memorial High School,9,12,emH,High,2401 West Shore Road,,Warwick,02889,4017343200,http://www.warwickschools.org/vets/default.htm,Gerry Habershaw,Principal,834,,,Warwick Vet. Mem. HS,Warwick,Warwick,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440111000309,400240,,,44003021800,,,,N,
5723,35131,2014-2015,,35,35,Public School,,Y,Cedar Hill School,Cedar Hill School,K,6,Emh,Elementary,35 Red Chimney Drive,,Warwick,02886,4017343535,http://www.warwickschools.org/cedarhill/default.htm,Colleen Mercurio,Principal,394,,,Cedar Hill,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000285,,,,44003022201,,,,N,
5724,35132,2014-2015,,35,35,Public School,,Y,Park School,Park School,K,6,Emh,Elementary,40 Asylum Road,,Warwick,02886,4017343690,http://www.warwickschools.org/park/default.htm,Marilyn Feeney,Principal,260,,,Park,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000300,,,,44003021903,,,,N,
5725,35133,2014-2015,,35,35,Public School,,Y,Warwick Neck School,Warwick Neck School,K,6,Emh,Elementary,155 Rocky Point Avenue,,Warwick,02889,4017343480,http://www.warwickschools.org/warneck/default.htm,Patricia Cousineau,Principal,277,,,Warwick Neck,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000308,,,,44003021502,,,,N,
5726,35134,2014-2015,,35,35,Public School,,Y,Pilgrim High School,Pilgrim High School,9,12,emH,High,111 Pilgrim Parkway,,Warwick,02888,4017343250,http://www.warwickschools.org/pilgrim/default.htm,Marie Cote,Principal,967,,,Pilgrim HS,Warwick,Warwick,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440111000301,400239,,,44003021200,,,,N,
5727,35135,2014-2015,,35,35,Public School,,Y,Harold F. Scott School,Harold F. Scott School,K,6,Emh,Elementary,833 Centerville Road,,Warwick,02886,4017343585,http://www.warwickschools.org/scott/default.htm,Virginia Bolano,Principal,260,,,Scott,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000305,,,,44003022202,,,,N,
5728,35136,2014-2015,,35,35,Public School,,Y,Cottrell F. Hoxsie School,Cottrell F. Hoxsie School,K,6,Emh,Elementary,55 Glenwood Drive,,Warwick,02889,4017343555,http://www.warwickschools.org/Hoxsie/default.htm,Gary McCoombs,Principal,311,,,Hoxsie,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000294,,,,44003021402,,,,N,
5729,35137,2014-2015,,35,35,Public School,,Y,Drum Rock Early Childhood Center,Drum Rock Early Childhood Center,PK,K,Emh,Elementary,575 Centerville Road,,Warwick,02886,4017343490,http://www.warwickschools.org/drumrock/,Jessica Hammond,Principal,206,,,Drum Rock,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,PK to K,Y,Y,440111000287,,,,44003022202,,,,N,
5730,35138,2014-2015,,35,35,Public School,,Y,Toll Gate High School,Toll Gate High School,9,12,emH,High,575 Centerville Road,,Warwick,02886,4017343300,http://webmail.warwickschools.org/schools/tollgate/index,Steve Chrabaszcz,Principal,952,,,Toll Gate HS,Warwick,Warwick,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440111000307,400237,,,44003022202,,,,N,
5731,35139,2014-2015,,35,35,Public School,,Y,Winman Junior High School,Winman Junior High School,7,8,eMh,Middle,575 Centerville Road,,Warwick,02886,4017343375,http://www.warwickschools.org/winman/default.htm,Joanne Pelletier,Principal,530,,,Winman JHS,Warwick,Warwick,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440111000311,,,,44003022202,,,,N,
5732,36101,2014-2015,,36,36,Public School,,Y,Bradford Elementary School,Bradford Elementary School,PK,4,Emh,Elementary,15 Church Street,,Bradford,02808,4013482283,http://bes.westerly.k12.ri.us/,Debra Pendola,Principal,201,,,Bradford,Westerly,Westerly,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440117000375,,,,44009050902,,,,N,
