ID,school_code,school_year,rolled_into,district_code_IWL,district_code_lea,school_type_iwl,school_type_other,is_open,name_iwl,name_hub,low_grade,high_grade,grade_config_IWL,grade_config_HUB,street1,street2,city,zip,phone,url,principal,principal_label,num_students,num_teachers,notes,name_short,district_name,name_short_lea,corecity_4_yn,corecity_5_yn,corecity_6_yn,charter_yn,compare_py_dsc,elem_yn,middle_yn,high_yn,pk_only_yn,title1_yn,grade_span,include_IWL_file_yn,display_yn_HUB,nces_code,ACT_CEEB_code,ucoa_code,ucoa_leacode,ctract2010,cblock2010,ctract2000,cblock2000,MC_yn,neighborhood
6016,28172,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000244,,,,,,,,,
6017,28178,2015-2016,,28,28,District Charter School,,Y,Academy for Career Exploration (ACES),Academy for Career Exploration,9,12,emH,High,155 Harrison Street,,Providence,02907,4014561738,http://aceprovidence.com/,Mario F Cirillo,CEO/Head of School,201,,,ACES (HS),Providence,Providence,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,440090000055,400146,,,44007001100,,,,N,Federal Hill
6018,28179,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000056,,,,,,,,,
6019,28180,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000158,,,,,,,,,
6020,28181,2015-2016,,28,28,Public School,,Y,Anthony Carnevale Elementary School,Anthony Carnevale Elementary School,PK,5,Emh,Elementary,50 Springfield Street,,Providence,02909,4012780554,http://providenceschools.org/elementary-schools/carnevale/,Mari-Ellen Boisclair,Principal,573,,,Carnevale,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440090000162,,,,44007001800,,,,N,Hartford
6021,28182,2015-2016,,28,28,Public School,,Y,Governor Christopher DelSesto Middle School,Governor Christopher DelSesto Middle School,6,8,eMh,Middle,152 Springfield Street,,Providence,02909,4012780557,http://www.delsestomiddleschool.org/,Arzinia Gill,Principal,912,,,DelSesto MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000175,,,,44007001800,,,,N,Hartford
6022,28183,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6023,28186,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000284,,,,,,,,,
6024,28187,2015-2016,,28,28,Public School,,Y,E-Cubed Academy,E-Cubed Academy,9,12,emH,High,812 Branch Avenue,,Providence,02904,4014560694,http://providenceschools.org/high-schools/e-cubed/,Regina Winkfield,Director,346,,,E-Cubed Academy (HS),Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000323,400157,,,44007002800,,,,N,Wanskuck
6025,28188,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000205,,,,,,,,,
6026,28189,2015-2016,,28,28,Public School,,Y,"William B. Cooley, Sr. High School and the Providence Academy of International Studies High School","William B. Cooley, Sr. High School and the Providence Academy of International Studies High School",9,12,emH,High,182 Thurbers Avenue,,Providence,02905,4014561781,http://juanitasanchez.org/,Michaela Keegan,Principal,677,,,Cooley/PAIS HS @ Juanita Sanchez,Providence,Providence,Y,Y,Y,N,Do not compare.,N,N,Y,N,,9 to 12,Y,Y,440090000209,400183,,,44007000500,,,,Y,Lower South Providence
6027,28191,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000454,,,,,,,,,
6028,28192,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000412,,,,,,,,,
6029,28193,2015-2016,,28,28,Public School,,Y,Providence Career and Technical Academy,Providence Career & Technical Academy,9,12,emH,High,41 Fricker street,,Providence,02903,4014569136,http://www.edline.net/pages/PCTA/,Luke Driver; Wobberson Torchon,Director; Principal,684,,,Prov Career & Tech HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000467,400142,,,44007001200,,,,Y,West End
6030,28194,2015-2016,,28,28,Public School,,Y,West Broadway Middle School,West Broadway Middle School,5,8,eMh,Middle,29 Bainbridge Avenue,,Providence,02909,4014569102,,William Black,Principal,419,,"In 2015-16, grades 7 and 8 were added.",,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,5 to 8,Y,Y,,,,,,,,,,
6031,28195,2015-2016,,,,,,,360 High School,,9,9,,,324 hope street,,Providence,02906,,,Kerry Tuttlebee,Principal,48,,"In 2015-2016, this school was opened.",,Providence,,,,,,,,,,,,9 to 9,,,,,,,,,,,,
6032,28196,2015-2016,,,,,,,Evolutions High School,,9,9,,,434 Mount Pleasant Avenue,,Providence,02908,,,Donna Lucy,Principal,48,,"In 2015-2016, this school was opened.",,Providence,,,,,,,,,,,,9 to 9,,,,,,,,,,,,
6033,28601,2015-2016,,28,48,Independent Charter School,,Y,Highlander Charter School,Highlander Charter School,PK,12,EMH,"Elem,Middle,High",42 Lexington Avenue,,Providence,02907,4012772600,http://www.highlandercharter.org/,Rose Mary Grant,Principal,458,,"In 2015-16, grades 11 and 12 were added.",Highlander,Highlander,Highlander Charter,Y,Y,Y,Y,,Y,Y,Y,N,,PK to 12,Y,Y,440003100455,,,,44007000200,,,,N,Elmwood
6034,28602,2015-2016,,28,51,Independent Charter School,,Y,Paul Cuffee Charter School,Paul Cuffee Charter School,K,12,EMH,"Elem,Middle,High",459 Promenade Street,,Providence,02908,4014532626,http://www.paulcuffeeschool.org/,Christopher Haskins,Head of School,786,,,Cuffee,Paul Cuffee Charter Sch,Cuffee Charter,Y,Y,Y,Y,,Y,Y,Y,N,,K to 12,Y,Y,440003200220,400142,,,44007002500,,,,N,Valley
6035,28603,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6036,28604,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000320,,,,,,,,,
6037,28605,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6038,28606,2015-2016,,28,61,Independent Charter School,,Y,Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts,7,12,eMH,"Middle,High",158 Messer Street,,Providence,02909,4014327881,http://www.trinityacademyfortheperformingarts.org/,Nanci DeRobbio,Head of School,208,,"In 2015-16, grade 12 was added.",TAPA,Trinity Academy for the Performing Arts,TAPA Charter,Y,Y,Y,Y,,N,Y,Y,N,,7 to 12,Y,Y,440001800478,,,,44007001300,,,,N,West End
6039,28607,2015-2016,,28,63,Independent Charter School,,Y,RI Nurses Institute Middle College Charter High School,RI Nurses Institute Middle College Charter High School,10,12,emH,High,150 washington Street,4th Floor,Providence,02903,4016804900,http://www.tomorrowsnurses.org/,Colleen Hitchings,Principal,193,,,RI Nurses Inst. Mid. College HS,Rhode Island Nurses Institute Middle College,RI Nurses Inst. Mid. College Charter,Y,Y,Y,Y,,N,N,Y,N,,10 to 12,Y,Y,440001900479,400189,,,44007000800,,,,N,Downtown
6040,28608,2015-2016,,28,64,Independent Charter School,,Y,Village Green Virtual Charter School,Village Green Virtual,9,12,emH,High,135 Weybosset Street,,Providence,02903,4018312878,http://www.vgonline.org/,Robert Pilkington Ed.D.,Principal,208,,"In 2015-16, grade 12 was added.",Village Green HS,Village Green Virtual,Village Green,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,440002500487,,,,44007000800,4.4007E+14,,,N,Downtown
6041,28609,2015-2016,,28,41,Independent Charter School,,Y,Achievement First Providence Mayoral Academy,Achievement First Rhode Island,K,3,Emh,Elementary,370 Hartford Avenue,,Providence,02909,4013180221,http://www.achievementfirst.org/schools/rhode-island-schools/,Morgan Carter,Principal,351,,"In 2015-16, grade 3 was added.",Achievement First RI,Achievement First Rhode Island,Achievement First RI,Y,Y,Y,Y,,Y,N,N,N,,K to 3,Y,Y,440002100486,,,,44007001800,4.4007E+14,,,N,Hartford
6042,28610,2015-2016,,28,42,Independent Charter School,,Y,Sheila Skip Nowell Leadership Academy (Capital Campus),Sheila Skip Nowell Leadership Academy (II),9,12,emH,High,133 Delaine Street,,Providence,02909,4017510405,,Jodi LaFauci,Director,90,,,Nowell HS (II),Sheila Skip Nowell Leadership Academy,Nowell Ldshp,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,440002400483,,,,44007001900,4.4007E+14,,,N,Olneyville
6043,28611,2015-2016,,28,43,Independent Charter School,,Y,SouthSide Elementary Charter School,,K,1,Emh,Elementary,126 Somerset street,,Providence,02907,4015219696,http://www.southsideelementary.org/,Rina Consuegra,Director of Administration,48,,"In 2015-16, grade 1 was added.",,SouthSide Charter School,,Y,Y,Y,Y,,Y,N,N,N,,K to 1,Y,Y,440002800490,,,,,,,,,
6044,28613,2015-2016,,28,68,Independent Charter School,,Y,The Hope Academy,,K,1,Emh,Elementary,1000 Eddy Street,,Providence,02905,4015339192,http://www.hopeacademyri.org/,Raphael  Diaz,Head of School,72,,"In 2015-16, grade 1 was added.",,The Hope Academy,,Y,Y,Y,Y,,Y,N,N,N,,K to 1,Y,Y,440002700489,,,,,,,,,
6045,28614,2015-2016,,,,,,,Achievement First Iluminar Mayoral Academy,,K,1,,,370 Hartford Avenue,,Providence,02909,4013471116,http://www.achievementfirst.org/schools/rhode-island-schools/achievement-first-iluminar-mayoral-academy-elementary/about/,Kevin Lohela,Principal,48,,"In 2015-2016, this school was opened.",,Achievement First Rhode Island,,,,,,,,,,,,K to 1,,,,,,,,,,,,
6046,28702,2015-2016,,28,50,State Operated School,,Y,Rhode Island School for the Deaf,Rhode Island School for the Deaf,PK,12,EMH,"Elem,Middle,High",One Corliss Park,,Providence,02908,4012223525,http://www.rideaf.net/,Nancy Maguire Heath,Director/Superintendent,63,,,R.I. Sch for the Deaf,R.I. Sch for the Deaf,State Operated,Y,Y,Y,N,,Y,Y,Y,N,,PK to 12,Y,Y,440000100380,400189,,,,,,,N,Mount Hope
6047,28703,2015-2016,,28,60,State Operated School,,Y,Metropolitan Regional Career and Technical Center,Metropolitan Regional Career & Technical Center,9,12,emH,High,325 Public Street,,Providence,02905,4017522600,http://www.metcenter.org/,Nancy Diaz Bain,Co-Director,810,,,The MET,MET Career and Tech,State Operated,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440000300121,400166,,,44007000600,,,,N,Upper South Providence
6048,30102,2015-2016,,30,30,Public School,,Y,Hope Elementary School,Hope Elementary School,K,5,Emh,Elementary,391 North Road,,Hope,02831,4018213651,http://hopeschoolri.weebly.com/,Dana Morel,Principal,209,,,Hope,Scituate,Scituate,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440096000253,,,,44007013201,,,,N,
6049,30103,2015-2016,,30,30,Public School,,Y,Clayville Elementary School,Clayville Elementary School,PK,5,Emh,Elementary,3 George Washington Highway,,Clayville,02815,4016474115,http://www.scituateri.net/clayville/,Tricia Capaldi,Principal,142,,,Clayville,Scituate,Scituate,N,N,N,N,,Y,N,N,N,,PK to 5,Y,Y,440096000252,,,,44007013202,,,,N,
6050,30104,2015-2016,,30,30,Public School,,Y,Scituate High School,Scituate High School,9,12,emH,High,94 Trimtown Road,,North Scituate,02857,4016474120,http://scituatehighschool.com/,Michael Sollitto,Principal,463,,,Scituate HS,Scituate,Scituate,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440096000255,400095,,,44007013202,,,,N,
6051,30105,2015-2016,,30,30,Public School,,Y,Scituate Middle School,Scituate Middle School,6,8,eMh,Middle,94 Trimtown Road,,North Scituate,02857,4016474123,http://www.scituateri.net/SMS/,Michael T. Zajac,Principal,341,,,Scituate MS,Scituate,Scituate,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440096000036,,,,44007013202,,,,N,
6052,30106,2015-2016,,30,30,Public School,,Y,North Scituate Elementary School,North Scituate Elementary School,K,5,Emh,Elementary,46 Institute Lane,,North Scituate,02857,4016474110,http://www.scituateri.net/nses/,Bryan Byerlee,Principal,211,,,North Scituate Elem.,Scituate,Scituate,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440096000254,,,,44007013201,,,,N,
6053,31103,2015-2016,,31,31,Public School,,Y,William Winsor School,William Winsor School,K,5,Emh,Elementary,562 Putnam Pike,,Greenville,02828,4019492059,http://winsor.smithfield-ps.org/,Brian Ackerman,Principal,261,,,Winsor,Smithfield,Smithfield,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440099000261,,,,44007012702,,,,N,
6054,31104,2015-2016,,31,31,Public School,,Y,Old County Road School,Old County Road School,K,5,Emh,Elementary,200 Old County Road,,Smithfield,02917,4012316613,http://ocres.smithfield-ps.org/,Laurie Sullivan,Principal,256,,,Old County Rd,Smithfield,Smithfield,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440099000258,,,,44007012602,,,,N,
6055,31105,2015-2016,,31,31,Public School,,Y,Anna M. McCabe School,Anna M. McCabe School,PK,5,Emh,Elementary,100 Pleasant View Avenue,,Smithfield,02917,4019492058,http://ames.smithfield-ps.org/,Catherine Pleau,Principal,337,,,McCabe,Smithfield,Smithfield,N,N,N,N,,Y,N,N,N,,PK to 5,Y,Y,440099000256,,,,44007012701,,,,N,
6056,31107,2015-2016,,31,31,Public School,,Y,Smithfield Senior High School,Smithfield Senior High School,9,12,emH,High,90 Pleasant View Avenue,,Smithfield,02917,4019492050,http://sentinel.smithfield-ps.org/,Daniel P. Kelley,Principal,742,,,Smithfield SHS,Smithfield,Smithfield,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440099000259,400053,,,44007012701,,,,N,
6057,31108,2015-2016,,31,31,Public School,,Y,Raymond C. LaPerche School,Raymond C. LaPerche School,K,5,Emh,Elementary,11 Limerock Road,,Smithfield,02917,4012316652,http://rles.smithfield-ps.org/,Julie Dorsey,Principal,240,,,LaPerche,Smithfield,Smithfield,N,N,N,N,,Y,N,N,N,,K to 5,Y,Y,440099000257,,,,44007012602,,,,N,
6058,31109,2015-2016,,31,31,Public School,,Y,Vincent J. Gallagher Middle School,Vincent J. Gallagher Middle School,6,8,eMh,Middle,10 Indian Run Trail,,Smithfield,02917,4019492056,http://gms.smithfield-ps.org/,Laurie Beauvais,Principal,549,,,Gallagher MS,Smithfield,Smithfield,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440099000260,,,,44007012701,,,,N,
6059,32103,2015-2016,,32,32,Public School,,Y,Wakefield Elementary School,Wakefield Elementary School,K,4,Emh,Elementary,101 High Street,,Wakefield,02879,4013601400,http://wa.skschools.net/,Lynn Dougherty,Principal,253,,,Wakefield,South Kingstown,S. Kingstown,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440102000269,,,,44009051202,,,,N,
6060,32104,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6061,32105,2015-2016,,32,32,Public School,,Y,South Kingstown Integrated Pre-school,South Kingstown Integrated Pre-school,PK,PK,Emh,Elementary,1157 South Road,,Wakefield,02879,4013601200,http://www.skschools.net/,,,110,,,SKIP,South Kingstown,Wakefield,N,N,N,N,,Y,N,N,Y,,PK to PK,Y,N,440102000481,,,,,,,,N,
6062,32107,2015-2016,,32,32,Public School,,Y,Peace Dale Elementary School,Peace Dale Elementary School,K,4,Emh,Elementary,109  Kersey Road,,Peace Dale,02879,4013601600,http://pd.skschools.net/,Lisa Wilson,Principal,360,,,Peace Dale,South Kingstown,S. Kingstown,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440102000264,,,,44009051201,,,,N,
6063,32108,2015-2016,,32,32,Public School,,Y,South Kingstown High School,South Kingstown High School,9,12,emH,High,215 Columbia Street,,Wakefield,02879,4013601000,http://hs.skschools.net/,Robert Mezzanotte,Principal,1004,,,South Kingstown HS,South Kingstown,S. Kingstown,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440102000265,400230,,,44009051202,,,,N,
6064,32109,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6065,32110,2015-2016,,32,32,Public School,,Y,Curtis Corner Middle School,Curtis Corner Middle School,7,8,eMh,Middle,301 Curtis Corner Road,,Wakefield,02879,4013601333,http://cc.skschools.net/,Patricia Aull,Principal,511,,,Curtis Corner MS,South Kingstown,S. Kingstown,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440102000266,,,,44009051306,,,,N,
6066,32112,2015-2016,,32,32,Public School,,Y,West Kingston Elementary School,West Kingston Elementary School,K,4,Emh,Elementary,3119 Ministerial Road,,West Kingston,02892,4013601130,http://wk.skschools.net/,Kim Mather,Principal,265,,,West Kingston,South Kingstown,S. Kingstown,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440102000270,,,,44009051306,,,,N,
6067,32113,2015-2016,,32,32,Public School,,Y,Matunuck School,Matunuck School,K,4,Emh,Elementary,380 Matunuck Beach Road,,Wakefield,02879,4013601234,http://mt.skschools.net/,Elizabeth McGuire,Principal,202,,,Matunuck,South Kingstown,S. Kingstown,N,N,N,N,,Y,N,N,N,,K to 4,Y,Y,440102000263,,,,44009051302,,,,N,
6068,32114,2015-2016,,32,32,Public School,,Y,Broad Rock Middle School,Broad Rock Middle School,5,6,EMh,"Elem,Middle",351 Broad Rock Road,,Wakefield,02879,4017826223,http://br.skschools.net/,Kathleen Egan,Principal,526,,,Broad Rock MS,South Kingstown,S. Kingstown,N,N,N,N,,Y,Y,N,N,,5 to 6,Y,Y,440102000210,,,,44009051202,,,,N,
6069,32115,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440102000212,,,,,,,,,
6070,32601,2015-2016,,23,52,Independent Charter School,,Y,Kingston Hill Academy,Kingston Hill Academy,K,5,Emh,Elementary,850 Stony Fort Road,,Saunderstown,02874,4017838282,http://www.kingstonhill.org/,Linda Paolillo,Superintendent,183,,,Kingston Hill,Kingston Hill Academy,Kingston Hill Charter,N,N,N,Y,,Y,N,N,N,,K to 5,Y,Y,440003300225,,,,44009051305,,,,N,
6071,33105,2015-2016,,33,33,Public School,,Y,Walter E. Ranger School,Walter E. Ranger School,PK,4,Emh,Elementary,278 North Brayton Road,,Tiverton,02878,4016248467,http://ranger.tivertonschools.org/,Manuel Cabral,Principal,235,,"In 2015-16, grade PK was added.",Ranger,Tiverton,Tiverton,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440105000276,,,,44005041702,,,,N,
6072,33106,2015-2016,,33,33,Public School,,Y,Fort Barton School,Fort Barton School,PK,4,Emh,Elementary,99 Lawton Avenue,,Tiverton,02878,4016246114,http://fortbarton.tivertonschools.org/,Suzette L. Wordell,Principal,233,,,Fort Barton,Tiverton,Tiverton,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440105000357,,,,44005041702,,,,N,
6073,33107,2015-2016,,33,33,Public School,,Y,Pocasset School,Pocasset School,PK,4,Emh,Elementary,242 Main Road,,Tiverton,02878,4016246654,http://pocasset.tivertonschools.org/,Deanne Reilly,Principal,248,,,Pocasset,Tiverton,Tiverton,N,N,N,N,,Y,N,N,N,,PK to 4,Y,Y,440105000273,,,,44005041701,,,,N,
6074,33108,2015-2016,,33,33,Public School,,Y,Tiverton High School,Tiverton High School,9,12,emH,High,100 North Brayton Road,,Tiverton,02878,4016248494,http://ths.tivertonschools.org/,Steven Fezette,Principal,542,,,Tiverton HS,Tiverton,Tiverton,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440105000274,400224,,,44005041701,,,,N,
6075,33110,2015-2016,,33,33,Public School,,Y,Tiverton Middle School,Tiverton Middle School,5,8,eMh,Middle,10 Quintal Drive,,Tiverton,02878,4016246668,http://tms.tivertonschools.org/,Laurie Dias-Mitchell,Principal,562,,,Tiverton MS,Tiverton,Tiverton,N,N,N,N,,N,Y,N,N,,5 to 8,Y,Y,440105000275,,,,44005041701,,,,N,
6076,35101,2015-2016,,35,35,Public School,,Y,Norwood School,Norwood School,K,6,Emh,Elementary,266 Norwood Avenue,,Warwick,02888,4017343525,http://www.warwickschools.org/Norwood/default.htm/,John Gannon,Principal,260,,,Norwood,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000298,,,,44003021100,,,,N,
6077,35104,2015-2016,,35,35,Public School,,Y,Oakland Beach Elementary School,Oakland Beach Elementary School,PK,6,Emh,Elementary,383 Oakland Beach Avenue,,Warwick,02889,4017343420,http://www.warwickschools.org/obeach/,Paul Heatherton,Principal,362,,,Oakland Beach,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,PK to 6,Y,Y,440111000299,,,,44003021700,,,,N,
6078,35114,2015-2016,,35,35,Public School,,Y,Greenwood School,Greenwood School,K,6,Emh,Elementary,93 Sharon Street,,Warwick,02886,4017343290,http://www.warwickschools.org/greenwood/default.htm/,Kenneth Rassler,Principal,275,,,Greenwood,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000291,,,,44003022100,,,,N,
6079,35117,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440111000302,,,,,,,,,
6080,35118,2015-2016,,35,35,Public School,,Y,Aldrich Junior High School,Aldrich Junior High School,7,8,eMh,Middle,789 Post Road,,Warwick,02888,4017343500,http://www.warwickschools.org/aldrich/default.htm/,John Livsey,Principal,497,,,Aldrich JHS,Warwick,Warwick,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440111000283,,,,44003021001,,,,N,
6081,35119,2015-2016,,35,35,Public School,,Y,Wyman School,Wyman School,K,6,Emh,Elementary,1 Columbia Avenue,,Warwick,02888,4017343180,http://www.warwickschools.org/wyman/default.htm/,Ron Celio,Principal,272,,,Wyman,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000312,,,,44003021002,,,,N,
6082,35120,2015-2016,,35,35,Public School,,Y,Gorton Junior High School,Gorton Junior High School,7,8,eMh,Middle,69 Draper Avenue,,Warwick,02889,4017343350,http://www.warwickschools.org/gorton/default.htm/,Jeffrey A Taylor,Principal,404,,,Gorton JHS,Warwick,Warwick,N,N,N,N,,N,Y,N,N,,7 to 8,Y,Y,440111000289,,,,44003021502,,,,N,
6083,35121,2015-2016,,35,35,Public School,,Y,E. G. Robertson School,E. G. Robertson School,K,6,Emh,Elementary,70 Nausauket Road,,Warwick,02886,4017343470,http://www.warwickschools.org/robertson/default.htm/,Brian Dillon,Principal,298,,,Robertson,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000304,,,,44003021903,,,,N,
6084,35122,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440111000290,,,,,,,,,
6085,35123,2015-2016,,35,35,Public School,,Y,Lippitt School,Lippitt School,K,6,Emh,Elementary,30 Almy Street,,Warwick,02886,4017343240,http://www.warwickschools.org/Lippitt/default.htm/,Martin Susla,Principal,254,,,Lippitt,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000296,,,,44003021902,,,,N,
6086,35124,2015-2016,,35,35,Public School,,Y,Randall Holden School,Randall Holden School,K,6,Emh,Elementary,61 Hoxsie Avenue,,Warwick,02889,4017343455,http://www.warwickschools.org/holden/default.htm/,Frank Ricci,Principal,248,,,Holden,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000292,,,,44003021401,,,,N,
6087,35125,2015-2016,,35,35,Public School,,Y,Francis School,Francis School,K,6,Emh,Elementary,325 Miantonomo Drive,,Warwick,02888,4017343340,http://www.warwickschools.org/francis/default.htm/,David Cluff,Principal,247,,,Francis,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000288,,,,44003021300,,,,N,
6088,35126,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440111000303,,,,,,,,,
6089,35127,2015-2016,,35,35,Public School,,Y,Sherman School,Sherman School,K,6,Emh,Elementary,120 Killey Avenue,,Warwick,02889,4017343565,http://www.warwickschools.org/sherman/default.htm/,Michelle Paton,Principal,334,,,Sherman,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000306,,,,44003021800,,,,N,
6090,35128,2015-2016,,35,35,Public School,,Y,Holliman School,Holliman School,K,6,Emh,Elementary,70 Deborah Road,,Warwick,02888,4017343170,http://www.warwickschools.org/holliman/default.htm/,Joseph Coffey,Principal,291,,,Holliman,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000293,,,,44003021200,,,,N,
6091,35129,2015-2016,,35,35,Public School,,Y,John Wickes School,John Wickes School,PK,6,Emh,Elementary,50 Child Lane,,Warwick,02886,4017343575,http://www.warwickschools.org/wickes/default.htm/,Roy Costa,Principal,347,,"In 2015-16, grade PK was added.",Wickes,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,PK to 6,Y,Y,440111000310,,,,44003021901,,,,N,
6092,35130,2015-2016,,35,35,Public School,,Y,Warwick Veterans Memorial HS,Warwick Veterans Memorial High School,9,12,emH,High,2401 West Shore Road,,Warwick,02889,4017343200,http://www.warwickschools.org/vets/default.htm/,Gerry Joseph Habershaw M.Ed.,Principal,809,,,Warwick Vet. Mem. HS,Warwick,Warwick,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440111000309,400240,,,44003021800,,,,N,
6093,35131,2015-2016,,35,35,Public School,,Y,Cedar Hill School,Cedar Hill School,K,6,Emh,Elementary,35 Red Chimney Drive,,Warwick,02886,4017343535,http://www.warwickschools.org/cedarhill/default.htm/,Colleen Mercurio,Principal,369,,,Cedar Hill,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000285,,,,44003022201,,,,N,
6094,35132,2015-2016,,35,35,Public School,,Y,Park School,Park School,K,6,Emh,Elementary,40 Asylum Road,,Warwick,02886,4017343690,http://www.warwickschools.org/park/default.htm/,Marilyn Feeney,Principal,262,,,Park,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000300,,,,44003021903,,,,N,
6095,35133,2015-2016,,35,35,Public School,,Y,Warwick Neck School,Warwick Neck School,K,6,Emh,Elementary,155 Rocky Point Avenue,,Warwick,02889,4017343480,http://www.warwickschools.org/warneck/default.htm/,Patricia Cousineau,Principal,294,,,Warwick Neck,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000308,,,,44003021502,,,,N,
6096,35134,2015-2016,,35,35,Public School,,Y,Pilgrim High School,Pilgrim High School,9,12,emH,High,111 Pilgrim Parkway,,Warwick,02888,4017343250,http://www.warwickschools.org/pilgrim/default.htm/,Pamela Bernardi,Principal,969,,,Pilgrim HS,Warwick,Warwick,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440111000301,400239,,,44003021200,,,,N,
6097,35135,2015-2016,,35,35,Public School,,Y,Harold F. Scott School,Harold F. Scott School,K,6,Emh,Elementary,833 Centerville Road,,Warwick,02886,4017343585,http://www.warwickschools.org/scott/default.htm/,Virginia Bolano,Principal,272,,,Scott,Warwick,Warwick,N,N,N,N,,Y,N,N,N,,K to 6,Y,Y,440111000305,,,,44003022202,,,,N,
