code,type,status,name,dist,config,nces,street1,street2,city,zip,phone,url,p_name,p_title
35356,"Independent (PK, Elem/Sec)  (Private School)",Active,Apponaug Christian Academy,,Yes,,75 Prospect Street,,Warwick,02886,4017392499,,Gail  Fracassa,Director
35358,Special Education (Special Education),Active,Eleanor Briggs School,,Yes,,116 Long Street,,Warwick,02886,4017321540,,"Michael G. Foley LMHC, NCC",Director
35367,Pre School (Private School),Active,"Crayons Child Care and Family Services,  Inc.",,Yes,,3445 Post Road                ,,Warwick,02886,4017387081, ,Jackie  Ferreira,Director
35369,Pre School (Private School),Active,"CHILD, Inc., Draper Avenue Center             ",,Yes,,160 Draper Avenue             ,,Warwick,02889,4017370403, ,"Lynda  Dickinson, Maureen  McArdle",Directors
35370,Pre School (Private School),Active,"CHILD, Inc., Centerville Road",,Yes,,849 Centerville Road,,Warwick,02889,4018233777,,Lynda  Dickinson,Director
35371,Pre School (Private School),Active,The Stork's Nest Child Academy III,,Yes,,1100 Tollgate Road,,Warwick,02886,4018284567,,Melissa  DeNoffio,Director
35373,Pre School (Private School),Active,The Martin School,,Yes,,220 Tollgate Road,,Warwick,02886,4017341818,,Lisa  Wilson,Director
35374,Pre School (Private School),Active,Imagine Preschool,Warwick,No,,400 East Avenue,,Warwick,02886,4018251152,,,
35375,Pre School (Private School),Active,The Romerry School for Young Children,,,,36 Greco Lane,,warwick,02886,4019211130,www.romerryschool.com,Terri  Medeiros,Director
35413,Independent (Higher Education) (Higher Education),Active,Empire Beauty School,,No,,1276 Bald Hill Road,Ste. 100 & 110,Warwick,02886,4018262022,www.empire.edu,Laura Lee  Lawing,Director
35501,State Colleges and Universities (Higher Education),Active,Community College of R.I. - Knight Campus,Community College of Rhode Island (CCRI),No,,400 East Avenue,,Warwick,02886,4018251000,www.ccri.edu,Ray M. Di Pasquale,President
35506,Private Colleges and Universities (Higher Education),Active,New England Institute of Technology               ,,No,,2500 Post Road                ,,Warwick,02886,4014677744,www.neit.edu                                                          ,[No Contact Selected],President
35840,Alternative Education School (Public School),Active,Westbay Community Action,,Yes,,218 Buttonwoods Ave,,,,4017324666,,Melanie  LaMountain,Director
35900,Home School (Home School),Active,Warwick Home Schooling,Warwick,No,,,,,,,,,
35902,Special Education (Special Education),Active,"C.H.I.L.D., Inc.                                  ",,No,,1642 West Shore Road          ,,Warwick,02889,4017370403, ,,
35903,Special Education (Special Education),Active,Warwick Head Start                                ,,No,,,,,,,,,
35904,Special Education (Special Education),Active,Buttonwoods PreSchool                             ,,No,,,,,,,,,
35905,Special Education (Special Education),Active,Healthtrax Fitness and Wellness,,No,,2191 Post Road,,Warwick,02886,,,,
35907,Special Education (Special Education),Active,Kent County YMCA,,No,,,,,,,,,
35908,Alternative Education School (Public School),Active,Professional Development Center,,Yes,,144 Bignall Street,,Warwick,02888,4019418353,www.riaepdc.org,,
35990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Warwick,No,,,,,,,,,
35997,Special Education (Special Education),Active,Home Instruction                                  ,Warwick,No,,,,,,,,,
35998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Warwick,Yes,,,,,,,,,
35999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Warwick,Yes,,,,,,,,,
36101,Public LEA School (Public School),Active,Bradford Elementary School,Westerly,Elementary,440117000375,15 Church Street,,Bradford,02808,4013482283,bes.westerly.k12.ri.us/?sessionid=83eabbdcfc8d57b5fe9e245dfe448730&t;,Debra S. Pendola,Principal
36103,Public LEA School (Public School),Active,Westerly Middle School,Westerly,Middle,440117000319,10 Sandy Hill Road,,Westerly,02891,4013482750,wms.westerly.k12.ri.us/?sessionid=7890ab2a3607f0b59eae80a1f292128f&t;,Paula  Fusco,Principal
36104,Public LEA School (Public School),Active,Westerly High School,Westerly,400255,440117000325,23 Ward Avenue,,Westerly,02891,4015962109,whs.westerly.k12.ri.us/?sessionid=d3ab1f4e9f7e0b996c6d9d30e5b41979&t;,Todd  Grimes,Principal
36106,Public LEA School (Public School),Active,State Street School,Westerly,Elementary,440117000362,35 State Street,,Westerly,02891,4013482340,sss.westerly.k12.ri.us/?sessionid=69bd2ddf4e5cdb67173c6b3bfa2dd1a3&t;,Audrey  Faubert,Principal
36109,Public LEA School (Public School),Active,Dunn's Corners School,Westerly,Elementary,440117000321,8 1/2 Plateau Road,,Westerly,02891,4013482320,dcs.westerly.k12.ri.us/?sessionid=d04e20bd0e448b1a44a9158b16113477&t;,Polly  Gillie,Principal
36111,Public LEA School (Public School),Active,Springbrook Elementary School,Westerly,Elementary,440117000120,39 Springbrook Road,,Westerly,02891,4013482296,ses.westerly.k12.ri.us/?sessionid=8df5a2567a6a7041271d98f522c2f4f2&t;,Susan  Martin,Principal
36190,District Admin (Public School),Active,Westerly Public Schools,Westerly,Elementary/Middle/High,,15 Highland Avenue,Babcock Hall,Westerly,02891,4013482700,westerly.k12.ri.us,"Roy  Seitsinger Jr,. Ph.D.",Superintendent
36202,Catholic School (Religious School),Active,St. Pius X School,Catholic Schools,No,,32 Elm Street,,Westerly,02891,4015965735,www.westerlystpiusxschool.org,Henry  Fiore Jr.,Principal
36302,Pre School (Private School),Active,The Children's Workshop-Westerly,,Yes,,42 Franklin Street,,Westerly,02891,4013155544,,Chrissy  Charron,Director
36320,Pre School (Private School),Active,Westerly Pre-School Childhood Center              ,,Yes,,13 Cross Street               ,,Westerly,02891,4015967727, ,Diana L. Avedesian,Director
36324,Pre School (Private School),Active,Central Nursery School,,Yes,,16 Elm Street,c/o Central Baptist Church,Westerly,02891,4015964929,,"Laura  Beverly, Andrea  Silvestri",Co-Directors
36325,Pre School (Private School),Active,Dunn's Corners Church Early Learning Center,,Yes,,221 Post Road,,Westerly,02891,4013220510,,Christine  Fish,Director
36326,Special Education (Special Education),Active,Bradley School - Westerly site,,Yes,,93 Tower Street,,Westerly,02891,4016374205,,Patricia  Martins,Director of Special Education
36900,Home School (Home School),Active,Westerly Home Schooling,Westerly,No,,,,,,,,,
36901,Special Education (Special Education),Active,Career Pilot,,Yes,,93 Tower Street,,Westerly,02891,4016374922,,,
36902,Alternative Education School (Public School),Active,Literacy Volunteers of Washington  County         ,,Yes,,93 Tower St ,Units 25 & 26,Westerly,02891,4015969411,,Ruth  Tureckova,Director
36903,Alternative Education School (Public School),Active,Westerly Even Start,,Yes,,93 Tower Street,,Westerly,02891,4013482733,,Joan  Serra,"Director, Community Engagement"
36990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Westerly,No,,,,,,,,,
36991,Special Education (Special Education),Active,Westerly Head Start                               ,,No,,,,,,,,,
36997,Special Education (Special Education),Active,Home Instruction                                  ,Westerly,No,,,,,,,,,
36998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Westerly,Yes,,,,,,,,,
36999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Westerly,Yes,,,,,,,,,
38104,Public LEA School (Public School),Active,John F. Horgan Elementary School,West Warwick,Elementary,440114000315,124 Providence Street,,West Warwick,02893,4018228449,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=22&linkid;=nav-me,Robert  Desrosiers,Principal
38105,Public LEA School (Public School),Active,Maisie E. Quinn Elementary School,West Warwick,Yes,440114000316,1 Brown Street,,West Warwick,02893,4018228456,www.westwarwickpublicschools.com,Jessica  Perry,Principal
38106,Public LEA School (Public School),Active,West Warwick Senior High School,West Warwick,400265,440114000318,1 Webster Knight Drive,,West Warwick,02893,4018216596,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=70&linkid;=nav-me,Philip  Solomon,Principal
38107,Public LEA School (Public School),Active,John F. Deering Middle School,West Warwick,Middle,440114000313,2 Webster Knight Drive,,West Warwick,02893,4018228445,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=34&linkid;=nav-me,Jeffrey  Guiot,Principal
38109,Public LEA School (Public School),Active,Greenbush Elementary School,West Warwick,Yes,440114000402,127 Greenbush Road,,West Warwick,02893,4018228454,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=10&linkid;=nav-me,Derrick  Ciesla,Principal
38111,Public LEA School (Public School),Active,Wakefield Hills Elementary School,West Warwick,Yes,440114000238,505 Wakefield Street,,West Warwick,02893,4018228452,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=58&linkid;=nav-me,Leah  Bessette,Principal
38190,District Admin (Public School),Active,W. Warwick Public Schools,West Warwick,Elementary/Middle/High,,10 Harris Avenue,,West Warwick,02893,4018211180,www.westwarwick.ri.schoolwebpages.com,Karen A. Tarasevich,Superintendent
38206,Catholic School (Religious School),Active,St. Joseph School,Catholic Schools,No,,850 Wakefield Street,,West Warwick,02893,4018213450,www.sjsww.org,Jim  Woodmansee,Principal
38304,Pre School (Private School),Active,Academy For Little Children,,Yes,,10 James P. Murphy Highway,,West Warwick,02893,4018235000,,"Stacey  McDuffee, Charlotte  Moretti, Karen  Saccoccia",Directors
38305,"Independent (PK, Elem/Sec)  (Private School)",Active,The Tides School - West Warwick,,Yes,,222 Washington Street,,West Warwick,02893,4018221360,,"Michael J. Capalbo, Michael  Reis, Virginia  Schuttert","Director of Education, CEO, Director of Special Education"
38306,"Independent (PK, Elem/Sec)  (Private School)",Active,Islamic School of RI,,Yes,,840 (Rear) Providence Street,,West Warwick,02893,4018218700,,Hussein  Abdelnassser,Director
38335,Pre School (Private School),Active,"CHILD, Inc.- Payan Street ",,Yes,,28 Payan Street               ,,West Warwick,02893,4018282888, ,Lynda  Dickinson,Director
38900,Home School (Home School),Active,West Warwick Home Schooling,West Warwick,No,,,,,,,,,
38990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,West Warwick,No,,,,,,,,,
38991,Special Education (Special Education),Active,West Warwick Civic Center - Field House           ,,No,,,,,,,,,
38992,Special Education (Special Education),Active,West Warwick Civic Center - Ice Rink              ,,No,,,,,,,,,
38993,Special Education (Special Education),Active,Dreamland Learning Center,,,,110 Pulaski Street,,West Warwick,02893,4018288200,,,
38997,Special Education (Special Education),Active,Home Instruction                                  ,West Warwick,No,,,,,,,,,
38998,Special Education (Special Education),Active,Out-Of-State Placement                            ,West Warwick,Yes,,,,,,,,,
38999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,West Warwick,Yes,,,,,,,,,
39101,Public LEA School (Public School),Active,Harris School,Woonsocket,Elementary,440120000336,60 High School Street,,Woonsocket,02895,4017674856,harriselementary.weebly.com/,Karen  MacBeth,Principal
39110,Public LEA School (Public School),Active,Governor Aram J. Pothier School,Woonsocket,Yes,440120000340,420 Robinson Street,,Woonsocket,02895,4017674767,woonsocketschools.com,Celeste  Conti,Superintendent
39115,Public LEA School (Public School),Active,Woonsocket Middle School,Woonsocket,Middle,440120000346,Woonsocket Middle School at Hamlet,60 Florence Dr.,Woonsocket,02895,4012356110,woonsocketmiddleschool.weebly.com/,Mark  Thompson,Principal
39117,Public LEA School (Public School),Active,Citizens Memorial School,Woonsocket,Elementary,440120000329,250 Winthrop Street,,Woonsocket,02895,4017674850,woonsocketschools.com,Danielle  Costa,Principal
39118,Public LEA School (Public School),Active,Bernon Heights School,Woonsocket,Elementary,440120000327,657 Logee Street,,Woonsocket,02895,4017674864,bernonheights.weebly.com/,Robert  Picard,Principal
39119,Public LEA School (Public School),Active,Globe Park School                                 ,Woonsocket,Elementary,440120000334,192 Avenue A,,Woonsocket,02895,4017674830,globeparkelementary.weebly.com/,Lynn  Prentiss,Principal
39120,Public LEA School (Public School),Active,Leo A. Savoie School,Woonsocket,Elementary,440120000330,990 Mendon Road,,Woonsocket,02895,4017674820,leosavoieelementaryschool.weebly.com/,Donna  Coderre,Principal
39123,Public LEA School (Public School),Active,Woonsocket High School,Woonsocket,400295,440120000345,777 Cass Avenue,,Woonsocket,02895,4017674703,woonsocketschools.com,Carnell  Henderson,Principal
39127,Career Tech (Public School),Active,Woonsocket Area Career and Technical Center,Woonsocket,High,440120000464,400 Aylsworth Avenue,,Woonsocket,02895,4017674662,woonsocketschools.com,William  Webb,Director
39128,Public LEA School (Public School),Active,Kevin K. Coleman Elementary School,Woonsocket,Elementary,440120000331,96 Second Avenue,,Woonsocket,02895,4017674859,kevinkcoleman.weebly.com/,Angela  Holt,Principal
39190,District Admin (Public School),Active,Woonsocket Public Schools,Woonsocket,Elementary/Middle/High,,McFee Administration Bldg.,108 High Street,Woonsocket,02895,4017674600,woonsocketschools.com,Patrick J McGee,Superintendent
39202,Catholic School (Religious School),Active,Mount St. Charles Academy,Catholic Schools,No,,800 Logee Street,,Woonsocket,02895,4017690310,www.mountsaintcharles.org,"Edwin F Burke Jr., Herve E. Richer Jr.","Principal, President"
39210,Catholic School (Religious School),Active,Msgr. Gadoury Primary Regional School,Catholic Schools,No,,1371 Park Avenue,,Woonsocket,02895,4017675902,www.gwcrs.org,Michelle  Losardo,Principal
39214,Catholic School (Religious School),Active,Good Shepherd Catholic Regional School,Catholic Schools,No,,1210 Mendon Road,,Woonsocket,02895,4017675906,www.gwcrs.org,Lawrence H. Poitras,Principal
39304,Pre School (Private School),Active,Woonsocket Head Start - Park Square,,Yes,,204 Warwick Street,,Woonsocket,02895,4017691850,,Karen G. Bouchard,Director
39320,Pre School (Private School),Active,Hamlet Learning Center,,Yes,,73 Hamlet Avenue,,Woonsocket,02895,4017667203,,Katherine M. Sudol,Director
39321,Special Education (Special Education),Active,Viola M. Berard School,,Yes,,PO Box 1700,,Woonsocket,02895,4012357418,,Kristen  Moreau,Program Director
39325,Pre School (Private School),Active,YWCA of Northern RI Preschool,,Yes,,514 Blackstone Street         ,,Woonsocket,02895,4017697450, ,Deborah  Perry,Director
39328,Pre School (Private School),Active,Woonsocket Head Start-Bourdon Blvd Center,,Yes,,2 Bourdon Blvd.,,Woonsocket,02895,4017671018,,Karen G. Bouchard,Director
39329,Pre School (Private School),Active,Woonsocket Head Start-Cass Park Center,,Yes,,350 Newland Avenue,,Woonsocket,02895,4017660112,,Karen G. Bouchard,Director
39330,Pre School (Private School),Active,Woonsocket Head Start Highland Park Children's Center,,Yes,,2390 Mendon Road,,Woonsocket,02895,4017658730,,Karen G. Bouchard,Director
39332,"Independent (PK, Elem/Sec)  (Private School)",Active,Hillside Alternative Program,,Yes,,141 Main Street,,Woonsocket,02895,4017620769,,Cathy  Regan,Program Director
39333,Special Education (Special Education),Active,Action Based Enterprises,,Yes,,141 Main Street,,Woonsocket,02895,4017675959,,Cathy  Regan,Program Director
39411,Independent (Higher Education) (Higher Education),Active,Rob-Roy Academy,,No,,800 Clinton Place,,Woonsocket,02895,4017691777,www.rob-roy.com,M. Susan DeRosier,Director
39601,Charter School (Public School),Active,BEACON Charter School,Beacon Charter School,400282,440000800297,320 Main Street,,Woonsocket,02895,4016716261,www.beaconart.org,Michael  Skeldon,Principal
39602,Charter School (Public School),Active,RISE Prep Mayoral Academy,RISE Prep Mayoral Academy,Elementary/Middle,,1 Social Street,,Woonsocket,02895,4017655127,www.riseprepri.org,Rosalind  Murphy,Principal
39603,Charter School (Public School),Active,Founders Academy,Beacon Charter School,Middle,,1 Social Street,,Woonsocket,02895,4016716261,www.beaconart.org,Michael  Skeldon,Principal
39900,Home School (Home School),Active,Woonsocket Home Schooling,Woonsocket,No,,,,,,,,,
39901,Special Education (Special Education),Active,Woonsocket Head Start and Day Care                ,,No,,2 Bourdon Boulevard           ,,Woonsocket,02895,4017691850, ,Sheila  Skeffington,Principal
39902,Special Education (Special Education),Active,Kid's Club at Kendrick,,No,,72 Kendrick Avenue,,Woonsocket,02895,,,,
39903,Pre School (Private School),Active,Hope Street School,,,,Hope Street,,Woonsocket,02895,,,,
39904,Alternative Education School (Public School),Active,Project Learn,,Yes,,"One Social St, P.O. Box 567",,Woonsocket ,02895,4017694200,,Susan  Grislis,Ex. Director
39905,Alternative Education School (Public School),Active,Project RIRAL,,Yes,,191 Social Street ,"Suite 11, 3rd floor",Woonsocket ,02895,4017623841,,Patricia  Bellart,Director
39906,Alternative Education School (Public School),Active,Woonsocket Even Start,,Yes,,69 Momorial Drive,,Woonsocket ,02895,4017653673,,Nancy   Giambusso,Director
39907,Special Education (Special Education),Active,Cass Park Head Start,,,,350 Newland Avenue,,Woonsocket,02895,4017691850,,,
39990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Woonsocket,No,,,,,,,,,
39997,Special Education (Special Education),Active,Home Instruction                                  ,Woonsocket,No,,,,,,,,,
39998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Woonsocket,Yes,,,,,,,,,
39999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Woonsocket,Yes,,,,,,,,,
40190,District Admin (Public School),Active,Davies Career and Tech Admin School,Davies Career and Tech,,,50 Jenckes Hill Road,,Lincoln,02865,4017281500,www.daviestech.org,Victoria  Gailliard-Garrick,Director
41190,District Admin (Public School),Active,Achievement First Admin School,Achievement First Rhode Island,,,370 Hartford Avenue,,Providence,02909,4013180221,www.achievementfirst.org/schools/rhode-island-schools/,Benjamin  Smith,Director
42190,District Admin (Public School),Active,Nowell Admin School,Sheila Skip Nowell Leadership Academy,,,43 Hawes Street,,Central Falls,02863,4017510405,,Jodi  LaFauci,Director
43190,District Admin (Public School),Active,SouthSide Admin School,SouthSide Charter School,,,126 Somerset Street,,Providence,02907,4015219696,www.southsideelementary.org,"Rina  Consuegra, Danielle  Costa","Director of Administration, Principal"
46190,District Admin (Public School),Active,Segue Admin School,Segue Institute for Learning,,,325 Cowden Street,,Central Falls,02863,4017210964,www.segueifl.org,Angelo   Garcia,Director
47190,District Admin (Public School),Active,Blackstone Valley Prep Admin School,"Blackstone Valley Prep, A RI Mayoral Academy",,,291 Broad St,,Cumberland,02864,4013353133,www.blackstonevalleyprep.org,Jeremy  Chiappetta,Director
47999,Special Education (Special Education),Active,Homebound/Hospitalized  ,"Blackstone Valley Prep, A RI Mayoral Academy",Yes,,,,,,,,,
48190,District Admin (Public School),Active,Highlander Admin School,Highlander,,,42 Lexington Avenue,,Providence,02907,4012772600,www.highlandercharter.org,Rose Mary  Grant,Director
50190,District Admin (Public School),Active,R.I. Sch for the Deaf Admin School,R.I. Sch for the Deaf,,,One Corliss Park,,Providence,02908,4012223525,www.rideaf.net,Nancy  Maguire Heath,Director
50901,Alternative Education School (Public School),Active,School for the Deaf Transition,,Yes,,One Corliss Park,,Providence,02908,,,,
51190,District Admin (Public School),Active,Paul Cuffee Admin School,Paul Cuffee Charter Sch,,,459 Promenade Street,,Providence,02908,4014532626,www.paulcuffeeschool.org,Christopher  Haskins,Director
52190,District Admin (Public School),Active,Kingston Hill Admin School,Kingston Hill Academy,,,850 Stony Fort Road,,Saunderstown,02874,4017838282,www.kingstonhill.org,Linda  Paolillo,Director
52999,Special Education (Special Education),Active,Homebound/Hospitalized,Kingston Hill Academy,,,,,,,,,,
53190,District Admin (Public School),Active,International Admin School,International Charter,,,334 Pleasant Street,,Pawtucket,02860,4017210824,www.internationalcharterschool.org,Julie  Nora Ph.D.,Director
54190,District Admin (Public School),Active,Blackstone Admin School,Blackstone Academy,,,334 Pleasant Street,,Pawtucket,02860,4017261750,www.blackstoneacademy.org,Carolyn  Sheehan,Director
55190,District Admin (Public School),Active,Compass Admin School,The Compass School,,,537 Old North Road,,,,4017888322,www.compassschool.org,Brandee  Lapisky,Director
58190,District Admin (Public School),Active,Beacon Admin School,Beacon Charter School,,,320 Main Street,,Woonsocket,02895,4016716261,www.beaconart.org,Michael  Skeldon,Director
59190,District Admin (Public School),Active,Learning Community Admin School,Learning Community,,,21 Lincoln Avenue,,Central Falls,02863,4017229998,www.thelearningcommunity.com,Sarah  Friedman,Director
60190,District Admin (Public School),Active,MET Career and Tech Admin School,MET Career and Tech,,,325 Public Street,,Providence,02905,4017522600,www.metcenter.org,Nancy  Diaz Bain,Director
61190,District Admin (Public School),Active,Trinity Admin School,Trinity Academy for the Performing Arts,Elementary/Middle/High,,158 Messer Street,,Providence,02909,4014327881,www.trinityacademyfortheperformingarts.org,Nanci  DeRobbio,Director
61999,Homebound/Hospitalized (Special Education),Active,Homebound/Hospitalized,Trinity Academy for the Performing Arts,,,,,,,,,,
62190,District Admin (Public School),Active,Greene Admin School,The Greene School,,,94 John Potter Road,,West Greenwich,02817,4013978600,www.thegreeneschool.org,Josh  Laplante,Superintendent
63190,District Admin (Public School),Active,Nurses Institute Admin School,Rhode Island Nurses Institute Middle College,,,150 Washington Street,,Providence,02903,4016804900,www.tomorrowsnurses.org,"Pamela L McCue MS, RN",Superintendent
64190,District Admin (Public School),Active,Village Green Virtual Admin School,Village Green Virtual,,,135 Weybosset Street,,Providence,02903,4018312878,www.vgonline.org,Robert  Pilkington Ed.D.,Director
68190,District Admin (Public School),Active,The Hope Academy Admin,The Hope Academy,,,1000 Eddy Street,,Providence,02905,4015339192,www.hopeacademyri.org,,
70901,Special Education (Special Education),Active,Perkins School for the Blind,,Yes,,175 North Beacon Street,,Watertown,02472,6179243434,www.perkins.org,,
70902,Special Education (Special Education),Active,Southcoast Educational Collaborative,,Yes,,2201 Grand Army Highway,,Swansea,02777,5083791180,,David R. Heimbeck,Principal
70903,Special Education (Special Education),Active,Protestant Guild for Human Services,,Yes,,411 Waverley Oaks Road,,Waltham,02452,7818936000,,,
70904,Special Education (Special Education),Active,Bright Side,,Yes,,2112 Riverdale Street,,West Springfield,01089,4137887366,,,
70905,Special Education (Special Education),Active,Clarke School for the Deaf,,Yes,,Round Hill Road,,Northampton,01062,4135843450,,,
70906,Special Education (Special Education),Active,Stetson School,,Yes,,455 South Street,P.O. Box 309,Barre,01005,9783554541,,Emily  Soltysik,Principal
70907,Special Education (Special Education),Active,"Bennington School, Inc",,Yes,,19 Fairview Street,,Bennington,05201,8024471557,,Jeffrey  LaBonte,Principal
70908,Special Education (Special Education),Active,Day Spring Christian Academy,,Yes,,1052 Newport Avenue,,South Attleboro,02703,5087615680,,,
70909,Special Education (Special Education),Active,Crystal Springs School,,Yes,,38 Narrow Road,P.O. Box 372,Assonet,02702,5086443101,,,
70910,Special Education (Special Education),Active,Devereux Massachusetts,,Yes,,60 Miles Road,P.O. Box 219,Rutland,05143,5088864746,,,
70911,Special Education (Special Education),Active,The Pines Residential Treatment Center,,Yes,,825 Crawford Parkway,,Portsmouth,23704,7573916633,,,
70912,Special Education (Special Education),Active,St Francis Behavioral Health Care,,Yes,,25 Marlborough Street,P.O. Box 151,Portland,06480,8607142750,,,
70913,Special Education (Special Education),Active,The May Institute,,Yes,,596 Summer Street,,Brockton,02302,5085888800,,,
70914,Special Education (Special Education),Active,"The Learning Clinic, Inc.",,Yes,,Route 169,P.O. Box 324,Brooklyn,06234,,,,
70915,Special Education (Special Education),Active,The Family Foundation School,,Yes,,431 Chapel Hill Road,,Hancock,13783,6076378200,,,
70916,Special Education (Special Education),Active,Frederic I. Chamberlain School,,Yes,,1 Pleasant Street,P.O. Box 778,Middleboro,02346,5089477825,,,
70917,Special Education (Special Education),Active,Berkshire Hills Music Academy,,Yes,,48 Woodbridge Street,,South Hadley,01075,4135409720,,,
70918,Special Education (Special Education),Active,Harbor Schools and Family Services,,Yes,,675 Main Street,,Haverhill,01830,9783741393,,,
70919,Special Education (Special Education),Active,Grove School,,Yes,,Box 646,,Madison,06443,2032452778,,,
70920,Special Education (Special Education),Active,Swansea Wood School,,Yes,,789 Stevens Road,,Swansea,02777,5086186560,,,
70921,Special Education (Special Education),Active,Whitinsville Christian School,,Yes,,279 Linwood Avenue,,Whitinsville,01588,5082348211,,,
70922,Special Education (Special Education),Active,League School,,Yes,,300 Boston-Providence Turnpike,,Walpole,02032,5088503900,,,
70923,Special Education (Special Education),Active,The Deaconess Home School,,Yes,,l,,,,5086746476,,,
70924,Special Education (Special Education),Active,The Academy At Swift River,,Yes,,15 South Street,,Cummington,01026,4136345300,,,
70925,Special Education (Special Education),Active,New England Christian Academy,,Yes,,271 Sharps LOt,,Swansea,02777,5086763011,,,
70926,Special Education (Special Education),Active,Griffith Center for Children,,Yes,,14142 Denver West Parkway,Suite 225,Lakewood,80401,3033502771,,,
70927,Out-Of-State (Special Education),Active,Cohannet Academy Tauton,,Yes,,Tauton Hospital,60 Hodtes Avenue,Tauton,02780,5089773730,,,
70928,Special Education (Special Education),Active,The May Center School,,Yes,,41 Pacella Park Drive,,Randolph,02368,7814371200,,,
70930,Special Education (Special Education),Active,Stone Mountain School,,Yes,,,,,,,,,
70931,Special Education (Special Education),Active,Evergreen Center,,Yes,,345 Fortune Boulevard,,Milford,07157,5084782631,,,
70934,Special Education (Special Education),Active,The Kildonan School,,Yes,,425 Morse Hill Road,,Amenia,12501,8453738111,,,
70940,Special Education (Special Education),Active,Glenhaven Academy,,Yes,,56-58 Framingham Road,,,,5084818077,,,
70941,Special Education (Special Education),Active,Chapel Haven,,Yes,,1040 Whalley Avenue,,New Haven,06515,2033971714,,,
70943,Special Education (Special Education),Active,Hillcrest Educational Center,,Yes,,788 South Street,,Pittsfield,01202,,,,
70944,Special Education (Special Education),Active,Landmark High School,,Yes,,412 Hale Street,P.O. Box 227,Prides Crossing,01965,9782363010,,Robert  Broudo,Principal
70945,Special Education (Special Education),Active,Landmark Elementary School,,Yes,,167 Bridge Street,P.O. Box 1489,Prides Crossing,01944,9782363100,,,
70947,Special Education (Special Education),Active,Soundbridge School,,Yes,,123 Progress Drive,,Wethersfield,06109,8605294260,,,
70949,Special Education (Special Education),Active,Meadowridge School-Justice Resource,,Yes,,664 Stevens Road,,Swansea,02777,6174500500,,,
70951,Special Education (Special Education),Active,Brightside Treatment Center,,Yes,,2112 Riverdale Street,,West Springfield,01089,8006604673,,,
70952,Out-Of-State (Special Education),Active,Stonington Institute School,,Yes,,428 Long Hill Road,,Groton,06340,8604490611,,,
70953,Special Education (Special Education),Active,The Deck House School,,Yes,,124 Deck House Road,,Edgecomb,04556,2078827055,,,
70954,Special Education (Special Education),Active,"Eagleton School, Inc.",,Yes,,446 Monterey Road,,Great Barrington,01230,4135284385,,,
70955,Special Education (Special Education),Active,The Whitney Academy Inc.,,Yes,,PO Box 619/Dr Braley Rd,,East Freetown,02717,,,,
70956,Special Education (Special Education),Active,Brandon Day School and Residential Treatment Center,,Yes,,27 Winter Street,,Natick,07160,5086556400,,,
70957,Special Education (Special Education),Active,"The Kolburn School, Inc",,Yes,,343 New Marborough-Southfield Road,,New Marborough,01239,4132298787,,,
70958,Special Education (Special Education),Active,The Family Foundation School,,Yes,,431 Chapel Hill Road,,Hancock,13783,6076378200,,,
70959,Special Education (Special Education),Active,Bi-County Collaborative,,Yes,,397 East Central Street,,Franklin,02038,5085201998,,,
70961,Special Education (Special Education),Active,READS Collaborative,,Yes,,105 East Grove Street,,Middleborough,02346,5089473634,www.readscollab.org,,
70962,Special Education (Special Education),Active,Little Red School House,,Yes,,115 Wood Street,,Somerset,02726,5086755811,,,
70963,Special Education (Special Education),Active,Eagle Hill School,,Yes,,P.O. Box 116,242 Old Petersham Road,Hardwick,01037,4134776000,,,
70964,Special Education (Special Education),Active,River View School,,,,551 Route 6A East Sandwich,,Cape Cod,02537,5088880489,,,
70965,Special Education (Special Education),Active,Franklin Academy,,,,106 RIVER ROAD,,EAST HADDAM,06423,8608732700,,Frederick  Weissbach,Headmaster/Director
70966,Special Education (Special Education),Active,Paul J. Primavera Educational Center,,,,80 Harpin Street,,Bellingham,02018,5088835403,,,
70967,Special Education (Special Education),Active,Small Wonders Nursery & Day Care,,,,21 Baptist Street,,Swansea,02777,5083790896,,,
70968,Catholic School (Religious School),Active,Bishop Feehan High School,Catholic Schools,,,70 Holcott Drive,,Attleboro,02703,5082266223,,,
70969,Special Education (Special Education),Active,Silverado Academy,,,,3800 South U.S. Highway 89,,Panguitch,84759,4356337000,,,
70970,Catholic School (Religious School),Active,Bishop Connolly High School,Catholic Schools,,,373 Elsbree Street,,Fall River,02720,5086761071,,,
